show_id,id_type,title,id_director,date_added,release_year,id_rating,id_duration,description
s4270,2,Jojo's World,1,2018-12-21,2017,5,4,"Diagnosed with a condition that could make her infertile, a career woman must choose one of four bachelors to make a baby with before time runs out."
s4271,2,LAST HOPE,1,2018-12-21,2018,5,3,"After causing the near extinction of mankind seven years ago, genius scientist Leon Lau must now fight the ecological disaster he unwittingly created."
s4272,2,Lion Pride,1,2018-12-21,2017,3,4,"After crossing paths at a crime scene, a renowned math teacher and an antiques appraiser embark on an unexpected journey of love and self-discovery."
s4273,2,Love @ Seventeen,1,2018-12-21,2016,5,4,"Radically changed by a misunderstanding 13 years ago, a biotech expert runs into an old flame and suffers an illness that takes her back to the past."
s4274,2,Perfume,1,2018-12-21,2018,3,4,"When a singer is found murdered, with her scent glands excised from her body, detectives probe a group of friends who attended boarding school with her."
s4275,2,Sirius the Jaeger,1,2018-12-21,2018,3,4,"In imperial Tokyo, a group calling themselves ""Jaegers"" secretly hunt the vampires seeking the Ark of Sirius. Among them is young werewolf, Yuliy."
s4276,1,Struggle: The Life and Lost Art of Szukalski,2458,2018-12-21,2018,3,24,"Artists in LA discover the work of forgotten Polish sculptor Stanislav Szukalski, a mad genius whose true story unfolds chapter by astounding chapter."
s4277,2,Wolf,1,2018-12-21,2018,3,4,"Tasked with risky missions across Turkey, members of a special-operations police unit confront danger and tragedy both on the field and at home."
s4278,1,23:59,2459,2018-12-20,2011,9,80,"When an army recruit is found dead, his fellow soldiers are forced to confront a terrifying secret that's haunting their jungle island training camp."
s4279,1,Aggretsuko: We Wish You a Metal Christmas,2460,2018-12-20,2018,6,148,"While Retsuko desperately makes plans for Christmas Eve, her new obsession with seeking validation through social media spirals out of control."
s4280,2,Fate/stay night: Unlimited Blade Works,1,2018-12-20,2015,5,3,High school students Rin and Shiro pair up as allies when they're chosen to compete in a secret tournament for possession of the Holy Grail.
s4281,1,Imperfect,2461,2018-12-20,2012,3,38,"After a brawl lands him in a Boys’ Home, a teen seems to be on a promising path until loyalty to his gangster buddy leads to even bigger trouble."
s4282,1,Lang Tong,2462,2018-12-20,2015,3,61,"After seducing a philandering con man, a rebellious young woman enlists his help in carrying out a heinous crime against her sister."
s4283,1,Miss J Contemplates Her Choice,2463,2018-12-20,2014,3,67,The life of a radio talk-show host is turned upside down after a murderous caller dials into her program and asks her to choose his next victim.
s4284,1,Ascharyachakit!,2464,2018-12-19,2018,3,2,"Entangling the lives of a movie star, a chauffeur, a prostitute and a pimp, this bold drama reveals ugly truths beneath Mumbai’s glitzy veneer."
s4285,2,Ellen DeGeneres: Relatable,392,2018-12-18,2018,3,4,"In her first special since 2003, Ellen revisits her road to stardom and details the heartfelt – and hilarious – lessons she's learned along the way."
s4286,1,Lilli,2466,2018-12-17,2018,3,39,"A woman who's about to give birth finds her maternal instincts kicking in when she's abducted, imprisoned and brutalized by a vicious gang."
s4287,1,Prince of Peoria: A Christmas Moose Miracle,1902,2018-12-17,2018,10,123,"Teddy's never missed the Festival of Lights, but the bowling alley’s been snowed in! Not to worry – Emil insists the Christmas moose will save the day."
s4288,1,Andhadhun,2467,2018-12-16,2018,5,109,A visually impaired pianist’s world careens into a series of shocking twists after he unintentionally lands at the murder scene of a former film star.
s4289,2,Ashes of Love,1,2018-12-16,2018,5,4,"Hidden away by her mother, the Floral Goddess, the naïve Jinmi is drawn to Xufeng, the Heavenly Emperor's son. Yet forces conspire against them."
s4290,1,Dragons: Dawn of the Dragon Racers,2468,2018-12-16,2014,6,163,"The ""How to Train Your Dragon"" adventure continues when a hunt for lost sheep turns into a fierce, fun-filled competition."
s4291,2,DreamWorks Holiday Classics,1,2018-12-16,2011,6,4,"Join your DreamWorks friends for these four holiday specials, featuring Shrek and Donkey, Hiccup and Toothless, and the wacky animals from Madagascar."
s4292,1,Kill the Messenger,2470,2018-12-16,2014,9,69,"In the 1980s, a crusading journalist uncovers secret CIA funding for Nicaraguan rebels, but the powers that be silence his investigation."
s4293,1,Maps to the Stars,2471,2018-12-16,2014,9,69,A showbiz family revolving around its teen celebrity son desperately tries to hang on to fame and success in this savage satire of Hollywood.
s4294,1,Springsteen on Broadway,2472,2018-12-16,2018,3,204,Bruce Springsteen shares personal stories from his life and acoustic versions of some of his best-known songs in an intimate one-man show.
s4295,1,The Theory of Everything,2473,2018-12-16,2014,2,94,"As his esteem grows in the world of physics, Stephen Hawking's body is ravaged by ALS, forcing his increasing dependence on his devoted wife, Jane."
s4296,1,F.R.E.D.I.,2474,2018-12-15,2018,6,2,"Venturing into the woods, high schooler James discovers an intelligent robot that he must save from the hands of a businessman with an evil scheme."
s4297,2,Flowers,1,2018-12-15,2018,3,3,"Between a troubled marriage, a senile granny and twin siblings constantly in rivalry, a crumbling household struggles to barely keep it together."
s4298,1,Kita Kita,2475,2018-12-15,2017,5,78,"When a tour guide in Japan goes blind after seeing her fiancé’s infidelity, she befriends a fellow Filipino keen to coax her out of the darkness."
s4299,1,Once in a Lifetime Sessions with George Ezra,1,2018-12-15,2018,3,80,English singer-songwriter George Ezra performs his standout songs and speaks about his transformation from aspiring bassist to pop star.
s4300,1,Once in a Lifetime Sessions with Kasabian,2449,2018-12-15,2018,3,136,"Between shots of live performances, Tom Meighan and Sergio Pizzorno of the English rock band talk about the 20-plus years of making music together."
s4301,1,Once in a Lifetime Sessions with OneRepublic,1,2018-12-15,2018,6,122,"Exclusive interviews, live performances and studio recording sessions offer an intimate look at how OneRepublic became the successful band it is today."
s4302,1,Once in a Lifetime Sessions with Snow Patrol,2449,2018-12-15,2018,3,40,"In addition to concert scenes and studio recording sessions, this documentary presents exclusive interviews of the five men from the Irish rock band."
s4303,1,Sad Hill Unearthed,2476,2018-12-15,2017,5,40,"An eclectic group of fans of 1966's ""The Good, the Bad and the Ugly"" attempt to restore the cemetery set in Spain where the movie's climax was filmed."
s4304,1,Vanjagar Ulagam,2477,2018-12-15,2018,3,45,Shyam wakes to discover he's suspected in a murder that one journalist believes may have ties to a mysterious gangster.
s4305,2,Hymn of Death,1,2018-12-14,2018,5,4,"During the Japanese colonial period, married playwright Kim U-jin falls in love with soprano Yun Sim-deok, one of Korea’s notable New Women."
s4306,2,Inside the Real Narcos,1,2018-12-14,2018,3,4,"Exposing a rarely seen perspective on the drug wars, ex-Special Forces commando Jason Fox interviews dangerous traffickers and cartel members."
s4307,1,ROMA,2478,2018-12-14,2018,9,72,"Director Alfonso Cuarón delivers a vivid, emotional portrait of domestic life and social hierarchy set against Mexico's political turmoil of the 1970s."
s4308,2,The Fix,1,2018-12-14,2018,3,4,"Comedians Jimmy Carr, D.L. Hughley and Katherine Ryan tackle the world's woes with help from a rotating crew of funny guests and an actual expert."
s4309,2,The Innocent Man,1,2018-12-14,2018,3,4,"This documentary adaptation of John Grisham's only nonfiction book raises troubling questions about two murder cases in Ada, Oklahoma, in the 1980s."
s4310,2,Tidelands,1,2018-12-14,2018,3,4,"Ex-con Cal McTeer's return to her hometown of Orphelin Bay blows the lid off a generations-long conspiracy of silence around murder, drugs and Sirens."
s4311,2,Travelers,1,2018-12-14,2018,3,22,"A federal agent tracks four people who suddenly seem to possess entirely new personalities, leading to a startling discovery about humanity's future."
s4312,2,Voltron: Legendary Defender,1,2018-12-14,2018,8,104,"In an all-new series, five unlikely heroes and their flying robot lions unite to form the megapowerful Voltron and defend the universe from evil."
s4313,2,Back Street Girls -GOKUDOLS-,1,2018-12-12,2018,3,4,"To pay for an epic blunder, three yakuza brothers are forced to alter their bodies, form a girl group and break into the underground J-Pop idol scene."
s4314,1,"Out of Many, One",2479,2018-12-12,2018,6,126,"In this documentary short, a diverse group of men and women discuss their personal journeys as they prepare for the U.S. citizenship test."
s4315,1,Vir Das: Losing It,1589,2018-12-11,2018,3,96,"The world's got a lot of problems, but Vir Das has a lot of answers as he discusses travel, religion, his childhood and more in this stand-up special."
s4316,1,5 Star Christmas,2481,2018-12-07,2018,5,25,"When the Italian prime minister meets his lover and political rival while on an official trip to Budapest during Christmas week, things go topsy-turvy."
s4317,2,Dogs of Berlin,1,2018-12-07,2018,3,4,"Two cops investigate the murder of a famous Turkish-German soccer player, but one of them has underworld connections that mire the case in controversy."
s4318,1,Dumplin',2482,2018-12-07,2018,2,23,"To prove a point about measuring up and fitting in, Texas teen Willowdean Dickson enters a local pageant run by her ex-beauty queen mom."
s4319,1,Free Rein: The Twelve Neighs of Christmas,2483,2018-12-07,2018,10,117,"As Bright Fields preps for its Mistletoe Ball, a broken ornament leads Zoe to a family secret, while Gaby finds herself at the mercy of new boss Mia."
s4320,1,Mowgli: Legend of the Jungle,2484,2018-12-07,2018,2,24,An orphaned boy raised by animals in the jungle seizes his destiny while confronting a dangerous enemy – and his own human origins.
s4321,2,Neo Yokio,1,2018-12-07,2018,3,3,"Joined by his faithful mecha-butler, Kaz Kaan pursues love, fashion and supernatural forces amid Neo Yokio's sinister high society."
s4322,2,Pine Gap,2485,2018-12-07,2018,3,4,"At top-secret U.S.-Australian joint defense facility Pine Gap, fissures appear in the critical alliance as spies work with, and against, each other."
s4323,1,ReMastered: Who Killed Jam Master Jay?,2280,2018-12-07,2018,3,83,Run-DMC DJ Jam Master Jay made a huge impact in music and his community. But friends and family still seek closure years after his unsolved murder.
s4324,1,Super Monsters and the Wish Star,2085,2018-12-07,2018,7,157,"Christmas wishes come true for Lobo, whose favorite cousin arrives for a surprise visit, and for Glorb, who wishes he could be everywhere at once!"
s4325,1,The American Meme,2486,2018-12-07,2018,3,28,"Social media stars Paris Hilton, Josh Ostrovsky, Brittany Furlan and Kirill Bichutsky hustle to build online empires – and face the pitfalls of fame."
s4326,1,RUSSELL BRAND: RE:BIRTH,1279,2018-12-04,2018,3,56,Russell Brand gets loquacious in London as he ruminates on the state of the world and marvels over how his life changed the moment he became a father.
s4327,2,The Sound of Your Heart: Reboot,1,2018-12-03,2018,5,3,"Webtoonist Cho Seok is back with more anecdotes of mix-ups, unintended antics, and bathroom blunders in this reboot starring an all-new cast."
